"","X","CancerSite","Sex","Race","Year","rate.2.2018","se.2.2018","modrate.2.2018","rate.11.2018","se.11.2018","modrate.11.2018","rate.2.2019","se.2.2019","modrate.2.2019"
"1434",1434,"Larynx","Female","White",2012,1.207588324,0.056491472,1.186915369,1.19822942,0.056174504,1.184674636,1.197240868,0.056130257,1.178496986
"1435",1435,"Larynx","Female","White",2013,1.067679018,0.052062972,1.163287109,1.069963402,0.052058498,1.160937595,1.068953645,0.052006201,1.154335027
"1436",1436,"Larynx","Female","White",2014,1.163900725,0.054296415,1.140129224,1.161918267,0.054144942,1.137676167,1.160036924,0.054057664,1.130668444
"1437",1437,"Larynx","Female","White",2015,1.127726846,0.053350268,1.117432349,1.123618905,0.053093232,1.114880822,1.121407518,0.052993345,1.107487083
"1438",1438,"Larynx","Female","White",2016,1.10092029,0.05358791,1.095187308,1.1009443,0.052279564,1.092542223,1.110843569,0.052347779,1.084780994
"1439",1439,"Larynx","Female","White",2017,NA,NA,NA,NA,NA,NA,1.023235352,0.050985032,1.062540433
"1440",1440,"Larynx","Female","Black",2000,1.969870994,0.223085229,2.051824939,1.969870994,0.223085229,2.031433795,1.969870994,0.223085229,2.029778152
"1441",1441,"Larynx","Female","Black",2001,1.552226674,0.195565925,2.012435853,1.552226674,0.195565925,1.996335072,1.552226674,0.195565925,1.993032334
"1442",1442,"Larynx","Female","Black",2002,2.478562139,0.245361262,1.973802922,2.478562139,0.245361262,1.961842777,2.478562139,0.245361262,1.95695174
"1443",1443,"Larynx","Female","Black",2003,1.821181356,0.208603286,1.935911631,1.821181356,0.208603286,1.927946433,1.821181356,0.208603286,1.921524326
"1444",1444,"Larynx","Female","Black",2004,1.872110123,0.210738932,1.898747744,1.872110123,0.210738932,1.894635744,1.872110123,0.210738932,1.886738267
"1445",1445,"Larynx","Female","Black",2005,1.890031866,0.21843972,1.862297295,1.890031866,0.21843972,1.861900591,1.758123913,0.203135204,1.852581953
"1446",1446,"Larynx","Female","Black",2006,1.557983916,0.183516082,1.826546589,1.557983916,0.183516082,1.829731029,1.557983916,0.183516082,1.819043983
"1447",1447,"Larynx","Female","Black",2007,2.065455558,0.21164179,1.791482193,2.064059719,0.211504457,1.798117287,2.064059719,0.211504457,1.786113163
"1448",1448,"Larynx","Female","Black",2008,1.765562343,0.189542836,1.757090932,1.764187453,0.189379789,1.767049761,1.762938149,0.189247215,1.753778502
"1449",1449,"Larynx","Female","Black",2009,1.603441403,0.184564573,1.723359883,1.601283134,0.184292847,1.736519014,1.600064035,0.184163084,1.722029207
"1450",1450,"Larynx","Female","Black",2010,2.015356851,0.19887098,1.690276372,2.011503011,0.198493679,1.706515771,2.009661097,0.198322659,1.690854682
"1451",1451,"Larynx","Female","Black",2011,1.340720702,0.158016505,1.657827969,1.336065036,0.157417032,1.677030919,1.334983487,0.157295711,1.66024452
"1452",1452,"Larynx","Female","Black",2012,1.843758603,0.185826367,1.626002481,1.855495519,0.186044555,1.6480555,1.854547058,0.185965992,1.630188505
"1453",1453,"Larynx","Female","Black",2013,1.468286233,0.164372993,1.59478795,1.465642648,0.164021283,1.619580713,1.464032265,0.163854867,1.600676605
"1454",1454,"Larynx","Female","Black",2014,1.54543238,0.164639638,1.564172648,1.543004829,0.164226602,1.591597908,1.542363369,0.164180511,1.57169897
"1455",1455,"Larynx","Female","Black",2015,1.542824076,0.166046385,1.53414507,1.599448949,0.169465689,1.564098584,1.599183971,0.169401025,1.543245928
"1456",1456,"Larynx","Female","Black",2016,1.429852147,0.159766125,1.504693935,1.531774178,0.160674774,1.537074388,1.527235495,0.160259778,1.515307981
"1457",1457,"Larynx","Female","Black",2017,NA,NA,NA,NA,NA,NA,1.396857695,0.158946384,1.487875806
"1458",1458,"Leukemia","Both Sexes","All Races",2000,13.235389511,0.134095628,13.386410972,13.246878467,0.134149872,13.408797968,13.260736255,0.134221525,13.511803198
"1459",1459,"Leukemia","Both Sexes","All Races",2001,13.720734515,0.135597758,13.371982381,13.728122042,0.135631001,13.390878532,13.739640135,0.135685476,13.432582222
"1460",1460,"Leukemia","Both Sexes","All Races",2002,13.117183991,0.131643429,13.357569343,13.133315226,0.131719804,13.372983043,13.147461294,0.131789066,13.353825726
"1461",1461,"Leukemia","Both Sexes","All Races",2003,13.380731373,0.131997379,13.34317184,13.396201446,0.132073677,13.355111469,13.426831025,0.132222694,13.275530987
"1462",1462,"Leukemia","Both Sexes","All Races",2004,13.437129152,0.131511907,13.328789855,13.459823199,0.13161606,13.337263779,13.477439984,0.131701532,13.197695298
"1463",1463,"Leukemia","Both Sexes","All Races",2005,13.167751686,0.131028251,13.314423372,13.196874724,0.13116537,13.319439941,12.88038971,0.127865798,13.120315966
"1464",1464,"Leukemia","Both Sexes","All Races",2006,13.234969746,0.128818193,13.300072374,13.267781951,0.128970207,13.301639922,13.308802785,0.129165284,13.320864956
"1465",1465,"Leukemia","Both Sexes","All Races",2007,13.367294257,0.128763316,13.285736844,13.337628718,0.128339284,13.283863691,13.393438637,0.128608521,13.524479414
"1466",1466,"Leukemia","Both Sexes","All Races",2008,13.76845604,0.130159321,13.632207319,13.729867849,0.129607531,13.619606317,13.729598673,0.129331456,13.731206195
"1467",1467,"Leukemia","Both Sexes","All Races",2009,13.741850619,0.129622999,13.987713183,13.708596882,0.1290446,13.963834659,13.687495328,0.12867289,13.941092874
"1468",1468,"Leukemia","Both Sexes","All Races",2010,14.486733089,0.132733381,14.352490063,14.457670065,0.132119436,14.316763191,14.423349854,0.131667621,14.154187749
"1469",1469,"Leukemia","Both Sexes","All Races",2011,14.709171799,0.13330697,14.726779732,14.643576226,0.132467373,14.678611804,14.613993551,0.132034441,14.37053986
"1470",1470,"Leukemia","Both Sexes","All Races",2012,14.702936539,0.132810639,14.78291411,14.627582115,0.131800059,14.701350569,14.625812909,0.131489351,14.590198996
"1471",1471,"Leukemia","Both Sexes","All Races",2013,14.801762073,0.132318359,14.839262457,14.703689728,0.131141386,14.724124559,14.689959989,0.130760562,14.813215704
"1472",1472,"Leukemia","Both Sexes","All Races",2014,15.103922078,0.133823674,14.895825588,14.976079033,0.132140664,14.746933829,15.014559288,0.131934915,15.039641307
"1473",1473,"Leukemia","Both Sexes","All Races",2015,14.980922682,0.134124321,14.952604321,14.790411897,0.131418391,14.769778432,14.821147988,0.131167415,14.924857602
"1474",1474,"Leukemia","Both Sexes","All Races",2016,14.875523479,0.141649474,15.00959948,14.657919271,0.131551759,14.792658424,14.831282228,0.132174965,14.810949936
"1475",1475,"Leukemia","Both Sexes","All Races",2017,NA,NA,NA,NA,NA,NA,14.721744391,0.139049649,14.697911622
"1476",1476,"Leukemia","Both Sexes","White",2000,13.97762004,0.151633763,14.112063125,13.986008684,0.151680129,14.08147024,13.997715493,0.151744703,14.194139821
"1477",1477,"Leukemia","Both Sexes","White",2001,14.446726943,0.153361541,14.100344585,14.456515088,0.153413759,14.094477845,14.474227134,0.153506762,14.145815032
"1478",1478,"Leukemia","Both Sexes","White",2002,13.830296329,0.14929103,14.088635776,13.849152828,0.149390578,14.107497465,13.86671599,0.149484498,14.097654767
"1479",1479,"Leukemia","Both Sexes","White",2003,14.059380523,0.149699179,14.07693669,14.077870153,0.14980367,14.120529112,14.115415389,0.15000081,14.049658466
"1480",1480,"Leukemia","Both Sexes","White",2004,14.134383874,0.149576878,14.065247318,14.163021313,0.149722272,14.133572796,14.191080405,0.149869825,14.001825572
"1481",1481,"Leukemia","Both Sexes","White",2005,14.013216034,0.15001173,14.053567654,14.040576143,0.150152503,14.14662853,13.748235739,0.146804384,13.954155528
"1482",1482,"Leukemia","Both Sexes","White",2006,14.164865411,0.148382563,14.268578774,14.206849246,0.148598204,14.159696324,14.260454929,0.148878546,14.183694051
"1483",1483,"Leukemia","Both Sexes","White",2007,14.351604245,0.149040941,14.486879434,14.312003224,0.1484378,14.172776189,14.391028095,0.148841796,14.417008361
"1484",1484,"Leukemia","Both Sexes","White",2008,14.653142205,0.150381346,14.708519963,14.598040178,0.149574944,14.539236856,14.604327611,0.149222891,14.65416057
"1485",1485,"Leukemia","Both Sexes","White",2009,14.570628305,0.150019403,14.933551459,14.521746135,0.14917067,14.915172972,14.493995845,0.148638908,14.895213808
"1486",1486,"Leukemia","Both Sexes","White",2010,15.619263248,0.15525126,15.162025801,15.555196707,0.154235661,15.30082954,15.511439113,0.153576281,15.140232245
"1487",1487,"Leukemia","Both Sexes","White",2011,15.802104923,0.15628603,15.393995663,15.722924985,0.15513541,15.6964579,15.685030559,0.15449839,15.389281106
"1488",1488,"Leukemia","Both Sexes","White",2012,15.670553199,0.155484966,15.629514524,15.578447187,0.154117171,15.755947274,15.575835735,0.153626807,15.64242669
"1489",1489,"Leukemia","Both Sexes","White",2013,15.995710018,0.156465695,15.868636682,15.851648913,0.154732766,15.815662111,15.831145557,0.154143396,15.899736386
"1490",1490,"Leukemia","Both Sexes","White",2014,16.208168089,0.158234932,16.111417265,16.052440255,0.156076243,15.875603268,16.085182642,0.155581802,16.161278691
"1491",1491,"Leukemia","Both Sexes","White",2015,16.235807725,0.160314153,16.357912244,15.977127646,0.156555837,15.9357716,16.016651666,0.156082486,16.07744405
"1492",1492,"Leukemia","Both Sexes","White",2016,16.194501845,0.171204714,16.608178448,15.872341058,0.158135279,15.99616797,16.032044712,0.158168233,15.994044291
"1493",1493,"Leukemia","Both Sexes","White",2017,NA,NA,NA,NA,NA,NA,15.905856041,0.167581168,15.911077158
"1494",1494,"Leukemia","Both Sexes","Black",2000,10.809731196,0.406113586,10.825998186,10.857011895,0.40675875,10.863398049,10.885042033,0.40726469,11.463413131
"1495",1495,"Leukemia","Both Sexes","Black",2001,11.421165706,0.414474853,11.08513187,11.438001292,0.414643283,11.118757152,11.438001292,0.414643283,11.260159318
"1496",1496,"Leukemia","Both Sexes","Black",2002,10.712892527,0.396719479,11.350468241,10.748170834,0.397247654,11.380118822,10.760408208,0.397436097,11.060509329
"1497",1497,"Leukemia","Both Sexes","Black",2003,11.573253333,0.406709393,11.622155767,11.58507617,0.406882576,11.647624158,11.603460666,0.407297705,10.864399264
"1498",1498,"Leukemia","Both Sexes","Black",2004,11.622851861,0.406105272,11.023546259,11.622851861,0.406105272,11.040105011,11.622851861,0.406105272,10.671766359
"1499",1499,"Leukemia","Both Sexes","Black",2005,10.231747097,0.390760558,10.455768667,10.328135493,0.392540701,10.464272971,9.619444592,0.365062562,10.482548961
"1500",1500,"Leukemia","Both Sexes","Black",2006,10.029287706,0.370452876,9.917234968,10.047352541,0.370642298,9.918475296,10.076059509,0.371012975,10.296686512
"1501",1501,"Leukemia","Both Sexes","Black",2007,10.18055968,0.368579318,10.2320089,10.135704849,0.366857625,10.235765535,10.151095647,0.367180328,10.114119525
"1502",1502,"Leukemia","Both Sexes","Black",2008,10.475495909,0.371636994,10.556773784,10.467272758,0.370559669,10.56320583,10.47075135,0.369534624,10.472226416
"1503",1503,"Leukemia","Both Sexes","Black",2009,10.911969972,0.377476114,10.891846736,10.918678808,0.376273776,10.901120882,10.925928523,0.375421324,10.843012666
"1504",1504,"Leukemia","Both Sexes","Black",2010,11.041099743,0.376754199,11.237554933,11.053393345,0.375725082,11.249845776,11.028550979,0.374094591,11.226927207
"1505",1505,"Leukemia","Both Sexes","Black",2011,11.503624479,0.37761156,11.594235939,11.462800774,0.375192242,11.609726316,11.448797283,0.373680901,11.624434869
"1506",1506,"Leukemia","Both Sexes","Black",2012,12.327628019,0.391988236,11.962238033,12.356516446,0.390775607,11.98111937,12.3287888,0.388567112,12.036016937
"1507",1507,"Leukemia","Both Sexes","Black",2013,11.715511936,0.37736185,11.965214416,11.813108086,0.377140088,11.972581046,11.745003005,0.374287752,11.981578198
"1508",1508,"Leukemia","Both Sexes","Black",2014,12.195594635,0.379722319,11.968191539,12.192457306,0.376807842,11.964048807,12.180686007,0.374586616,11.927385685
"1509",1509,"Leukemia","Both Sexes","Black",2015,11.676706104,0.371899912,11.971169403,11.588176641,0.366266418,11.955522649,11.597062678,0.364708204,11.873438284
"1510",1510,"Leukemia","Both Sexes","Black",2016,12.155407548,0.401251578,11.974148009,12.140994781,0.375725733,11.947002567,12.154064114,0.374404439,11.819734886
"1511",1511,"Leukemia","Both Sexes","Black",2017,NA,NA,NA,NA,NA,NA,11.580615566,0.387739521,11.766274388
"1512",1512,"Leukemia","Male","All Races",2000,17.188965979,0.236276616,17.514027493,17.197384943,0.236247131,17.539010867,17.215987605,0.236369096,17.611815096
"1513",1513,"Leukemia","Male","All Races",2001,17.913098444,0.238563886,17.438501587,17.912780162,0.238509833,17.45774443,17.9237561,0.238573581,17.488388323
"1514",1514,"Leukemia","Male","All Races",2002,17.150245297,0.231673864,17.363301372,17.16521009,0.231701223,17.376854539,17.189564229,0.231845124,17.365826547
"1515",1515,"Leukemia","Male","All Races",2003,17.323146439,0.230043841,17.288425444,17.344447857,0.230085963,17.296339449,17.377752729,0.230290229,17.244123706
"1516",1516,"Leukemia","Male","All Races",2004,17.384860542,0.228746593,17.213872404,17.408474409,0.22886438,17.216197423,17.422027167,0.228946879,17.123273781
"1517",1517,"Leukemia","Male","All Races",2005,17.144819204,0.227822032,17.13964086,17.173142197,0.227955559,17.136426732,16.770785408,0.222389558,17.003270794
"1518",1518,"Leukemia","Male","All Races",2006,16.783975405,0.220789526,17.065729425,16.808076261,0.220918471,17.057025656,16.851525845,0.221177167,16.884108809
"1519",1519,"Leukemia","Male","All Races",2007,17.185082429,0.221349884,16.992136719,17.128841144,0.220454784,16.977992482,17.196192787,0.220880214,17.213858149
"1520",1520,"Leukemia","Male","All Races",2008,17.60830869,0.222784459,17.517309877,17.558746961,0.221732004,17.489700239,17.556836247,0.22121119,17.550047547
"1521",1521,"Leukemia","Male","All Races",2009,17.650241001,0.222028799,18.058714476,17.590842378,0.220849389,18.016830599,17.56557612,0.220207679,17.892802777
"1522",1522,"Leukemia","Male","All Races",2010,18.750800723,0.22794827,18.616852177,18.693298757,0.226704082,18.55984839,18.641495641,0.22585041,18.242252072
"1523",1523,"Leukemia","Male","All Races",2011,18.66454269,0.225338301,18.722734864,18.576316414,0.223805621,18.636212033,18.540279146,0.223055757,18.598526167
"1524",1524,"Leukemia","Male","All Races",2012,18.910024927,0.225944451,18.829219755,18.810334946,0.224079322,18.71288987,18.785175918,0.22338778,18.961758352
"1525",1525,"Leukemia","Male","All Races",2013,18.990455634,0.224343454,18.936310276,18.873986131,0.222334508,18.789883196,18.876065175,0.221794778,18.943183542
"1526",1526,"Leukemia","Male","All Races",2014,19.294032145,0.226027374,19.04400987,19.108621733,0.222920235,18.867193306,19.148876683,0.222490273,18.924626929
"1527",1527,"Leukemia","Male","All Races",2015,19.039564186,0.225418246,19.152322001,18.806002219,0.220720921,18.944821506,18.843116605,0.220286027,18.906088493
"1528",1528,"Leukemia","Male","All Races",2016,19.126501308,0.239097614,19.261250154,18.911903264,0.222078063,19.022769103,19.182354068,0.223495202,18.887568218
"1529",1529,"Leukemia","Male","All Races",2017,NA,NA,NA,NA,NA,NA,18.557671858,0.232098052,18.869066084
"1530",1530,"Leukemia","Male","White",2000,18.176427906,0.265412327,18.381034503,18.179482572,0.265358187,18.388974202,18.197759506,0.265484145,18.484983245
"1531",1531,"Leukemia","Male","White",2001,18.847467087,0.267710945,18.357740877,18.852400388,0.267692047,18.367858493,18.869629179,0.26780366,18.41068588
"1532",1532,"Leukemia","Male","White",2002,18.13141624,0.261215549,18.33447677,18.14481232,0.261238705,18.346767031,18.177947044,0.26145018,18.336687141
"1533",1533,"Leukemia","Male","White",2003,18.16628036,0.258811183,18.311242146,18.187707176,0.258863022,18.325699788,18.231372886,0.25915003,18.262985827
"1534",1534,"Leukemia","Male","White",2004,18.218739855,0.257418702,18.288036965,18.248535199,0.25758842,18.304656736,18.275580769,0.257769098,18.189580744
"1535",1535,"Leukemia","Male","White",2005,18.384284219,0.259593079,18.264861192,18.405236559,0.259680923,18.283637847,18.032844486,0.254027694,18.116470701
"1536",1536,"Leukemia","Male","White",2006,17.920625471,0.251456863,18.241714789,17.958950309,0.251701128,18.262643094,18.01084981,0.252044053,18.043654512
"1537",1537,"Leukemia","Male","White",2007,18.397530112,0.25328727,18.51841723,18.327199999,0.252076455,18.509544775,18.421315461,0.252699226,18.371567229
"1538",1538,"Leukemia","Male","White",2008,18.746291859,0.254921802,18.799316877,18.676283551,0.253456534,18.759784442,18.69797608,0.252905532,18.705439201
"1539",1539,"Leukemia","Male","White",2009,18.69773011,0.25422991,19.084477397,18.626906494,0.252643502,19.013407223,18.589477734,0.25172811,19.045378729
"1540",1540,"Leukemia","Male","White",2010,20.150095871,0.26351973,19.373963421,20.036648078,0.261464173,19.270458855,19.977175968,0.260305042,19.391496078
"1541",1541,"Leukemia","Male","White",2011,20.003598746,0.261118836,19.667840561,19.893303131,0.258985321,19.530985695,19.857410716,0.25799602,19.743903522
"1542",1542,"Leukemia","Male","White",2012,20.031460794,0.260972711,19.966175425,19.913799234,0.258481554,19.795034726,19.886075198,0.257509512,20.102715372
"1543",1543,"Leukemia","Male","White",2013,20.478642757,0.262385004,20.26903563,20.317198423,0.259502669,20.062653566,20.309674386,0.258652174,20.468048016
"1544",1544,"Leukemia","Male","White",2014,20.634942142,0.264355345,20.57648982,20.413558399,0.260338816,20.333890477,20.439668273,0.259473512,20.428332091
"1545",1545,"Leukemia","Male","White",2015,20.707431344,0.267272131,20.888607679,20.395793334,0.260824831,20.608794373,20.433085625,0.260029862,20.388693231
"1546",1546,"Leukemia","Male","White",2016,20.713533915,0.285005722,21.205459949,20.406256105,0.263565646,20.887414831,20.681190122,0.264307649,20.349131285
"1547",1547,"Leukemia","Male","White",2017,NA,NA,NA,NA,NA,NA,19.994224737,0.276407269,20.309646105
"1548",1548,"Leukemia","Male","Black",2000,13.746817418,0.7457483,13.756902724,13.844726866,0.747049302,13.808442531,13.90996695,0.748593689,13.783743346
"1549",1549,"Leukemia","Male","Black",2001,14.673667322,0.763122176,13.832553382,14.672681005,0.763084211,13.879547814,14.672681005,0.763084211,13.849320238
"1550",1550,"Leukemia","Male","Black",2002,13.578879721,0.723068325,13.908620051,13.657053204,0.724524698,13.951019247,13.683925639,0.725022872,13.915209116
"1551",1551,"Leukemia","Male","Black",2003,15.141777332,0.745943278,13.985105019,15.17219597,0.746578274,14.022858715,15.17219597,0.746578274,13.981411463
"1552",1552,"Leukemia","Male","Black",2004,15.824459799,0.782812414,14.062010585,15.824459799,0.782812414,14.095068114,15.824459799,0.782812414,14.047928772
"1553",1553,"Leukemia","Male","Black",2005,12.131476355,0.690635234,14.139339064,12.270071833,0.694287827,14.167649349,11.353622906,0.641579439,14.11476254
"1554",1554,"Leukemia","Male","Black",2006,13.07527498,0.698504961,14.217092779,13.075225111,0.697851181,14.240604333,13.096499949,0.698175401,14.181914274
"1555",1555,"Leukemia","Male","Black",2007,13.367115833,0.696125063,14.295274071,13.305048971,0.692654241,14.313934993,13.341985491,0.693638381,14.249385485
"1556",1556,"Leukemia","Male","Black",2008,13.344310801,0.676283067,14.37388529,13.323336417,0.673441556,14.387643262,13.335673296,0.671571759,14.317177695
"1557",1557,"Leukemia","Male","Black",2009,14.192022136,0.704603206,14.4529288,14.172697618,0.701261843,14.461731085,14.227746454,0.70068819,14.385292429
"1558",1558,"Leukemia","Male","Black",2010,13.972565089,0.680581819,14.532406979,14.066391946,0.68078206,14.536200416,14.01423438,0.677156952,14.453731223
"1559",1559,"Leukemia","Male","Black",2011,14.187506252,0.664526895,14.612322216,14.144083269,0.660035825,14.61105322,14.120175946,0.657307735,14.522495618
"1560",1560,"Leukemia","Male","Black",2012,16.30968403,0.729470254,14.692676916,16.347021622,0.72691199,14.686291471,16.301872149,0.722242352,14.591587164
"1561",1561,"Leukemia","Male","Black",2013,15.213043304,0.686975178,14.773473495,15.313705735,0.68588653,14.761917155,15.290722886,0.681177054,14.661007416
"1562",1562,"Leukemia","Male","Black",2014,15.524225916,0.680908411,14.854714383,15.485900121,0.67419813,14.837932266,15.470224755,0.669648028,14.730757939
"1563",1563,"Leukemia","Male","Black",2015,14.268229583,0.657299421,14.936402023,13.996630635,0.641370113,14.91433881,14.101770086,0.641123683,14.800840303
"1564",1564,"Leukemia","Male","Black",2016,15.20329485,0.707320981,15.018538872,15.295367057,0.664749639,14.991138802,15.405196994,0.66527699,14.871256088
"1565",1565,"Leukemia","Male","Black",2017,NA,NA,NA,NA,NA,NA,14.252421808,0.676274086,14.94200688
"1566",1566,"Leukemia","Female","All Races",2000,10.336261669,0.158948541,10.36927059,10.345205774,0.159028296,10.120420392,10.355257964,0.159107772,10.104460783
"1567",1567,"Leukemia","Female","All Races",2001,10.569446881,0.159712049,10.361268696,10.579859502,0.159796287,10.205837068,10.592255837,0.159892466,10.191335773
"1568",1568,"Leukemia","Female","All Races",2002,10.090206219,0.154996564,10.353272976,10.104534603,0.155123479,10.291974664,10.109646486,0.15516559,10.278957688
"1569",1569,"Leukemia","Female","All Races",2003,10.371204235,0.156247321,10.345283427,10.376123206,0.156303202,10.378839263,10.404357976,0.156516074,10.367332948
"1570",1570,"Leukemia","Female","All Races",2004,10.39327056,0.155569448,10.337300043,10.414029131,0.155723041,10.466437003,10.434929716,0.155880073,10.456468031
"1571",1571,"Leukemia","Female","All Races",2005,10.11691143,0.155075706,10.32932282,10.145288698,0.155295385,10.55477407,9.89908444,0.151339681,10.54636947
"1572",1572,"Leukemia","Female","All Races",2006,10.531300509,0.15516835,10.461119139,10.57057716,0.155446664,10.643856705,10.608330395,0.155720429,10.637043853
"1573",1573,"Leukemia","Female","All Races",2007,10.406342519,0.15373851,10.594597105,10.397056729,0.153368533,10.7336912,10.443706085,0.153711466,10.728497826
"1574",1574,"Leukemia","Female","All Races",2008,10.796382246,0.156199795,10.729778174,10.75906078,0.155524662,10.824283902,10.759873112,0.155230281,10.820738091
"1575",1575,"Leukemia","Female","All Races",2009,10.689765634,0.15491328,10.866684078,10.675117225,0.154356767,10.915641208,10.658036577,0.153922331,10.91377141
"1576",1576,"Leukemia","Female","All Races",2010,11.159797801,0.157989962,11.005336823,11.153038544,0.157412562,11.007769574,11.131937378,0.156935096,11.0076046
"1577",1577,"Leukemia","Female","All Races",2011,11.586768937,0.161177499,11.145758699,11.539093923,0.160257423,11.100675505,11.514775649,0.159749381,11.102244538
"1578",1578,"Leukemia","Female","All Races",2012,11.38407219,0.159210566,11.287972278,11.324153939,0.158056055,11.194365566,11.340438652,0.157814559,11.197698161
"1579",1579,"Leukemia","Female","All Races",2013,11.437427012,0.158445564,11.432000423,11.35683195,0.157056917,11.288846374,11.329720916,0.156494771,11.293972464
"1580",1580,"Leukemia","Female","All Races",2014,11.716842698,0.16074855,11.577866285,11.636971191,0.158965481,11.384124603,11.67304753,0.158767989,11.391074504
"1581",1581,"Leukemia","Female","All Races",2015,11.704437037,0.162037157,11.725593313,11.543996592,0.158821027,11.480206984,11.572040599,0.158556899,11.489011396
"1582",1582,"Leukemia","Female","All Races",2016,11.407930383,0.169808455,11.875205255,11.192212314,0.157566102,11.577100302,11.292339747,0.158053493,11.58779032
"1583",1583,"Leukemia","Female","All Races",2017,NA,NA,NA,NA,NA,NA,11.619635059,0.169275096,11.687418513
"1584",1584,"Leukemia","Female","White",2000,10.87788048,0.180736963,10.54781745,10.885805073,0.180815717,10.617244466,10.892196609,0.18087236,10.60891298
"1585",1585,"Leukemia","Female","White",2001,11.099534197,0.181599409,10.668222869,11.108941352,0.181679159,10.724052023,11.127339854,0.181835482,10.716404556
"1586",1586,"Leukemia","Female","White",2002,10.587368588,0.17661551,10.790002739,10.608094931,0.176809639,10.831934045,10.611383054,0.176840211,10.824985258
"1587",1587,"Leukemia","Female","White",2003,10.923411606,0.178729154,10.913172751,10.932644396,0.178829913,10.940901341,10.964854284,0.179093818,10.934666121
"1588",1588,"Leukemia","Female","White",2004,10.920643033,0.17794804,11.037748772,10.94699527,0.178163258,11.050964827,10.975678091,0.178395397,11.045458292
"1589",1589,"Leukemia","Female","White",2005,10.614854614,0.177583096,11.163746854,10.645091635,0.177843033,11.162135533,10.418248552,0.173837574,11.15737303
"1590",1590,"Leukemia","Female","White",2006,11.253008733,0.180127793,11.291183228,11.296807764,0.180463122,11.274424595,11.350670659,0.180893377,11.270421711
"1591",1591,"Leukemia","Female","White",2007,11.153667354,0.17926533,11.420074314,11.137554129,0.178687043,11.387843265,11.203971609,0.179209099,11.384615822
"1592",1592,"Leukemia","Female","White",2008,11.436411502,0.181647118,11.550436717,11.385146395,0.180634359,11.502402907,11.375544738,0.180106465,11.499966971
"1593",1593,"Leukemia","Female","White",2009,11.277695248,0.180376277,11.682287232,11.24418177,0.179438351,11.618114998,11.225080318,0.178817292,11.61648688
"1594",1594,"Leukemia","Female","White",2010,12.013019799,0.186184698,11.815642847,11.987922503,0.185248404,11.734991131,11.95530336,0.184472264,11.734187392
"1595",1595,"Leukemia","Female","White",2011,12.431059244,0.190719743,11.950520743,12.376572558,0.189484591,11.853043017,12.335531764,0.188611665,11.853080468
"1596",1596,"Leukemia","Female","White",2012,12.170893799,0.188481693,12.086938297,12.092493002,0.186863,11.972282484,12.109315506,0.186383032,11.973178192
"1597",1597,"Leukemia","Female","White",2013,12.314861017,0.188581196,12.224913084,12.187856338,0.186473429,12.092721478,12.15650771,0.185632123,12.094492769
"1598",1598,"Leukemia","Female","White",2014,12.548504039,0.191320488,12.36446288,12.449429512,0.189094019,12.214372067,12.488041655,0.188534686,12.21703653
"1599",1599,"Leukemia","Female","White",2015,12.539014144,0.194272195,12.505605665,12.31868207,0.189767359,12.337246439,12.364240775,0.189263616,12.340821928
"1600",1600,"Leukemia","Female","White",2016,12.423849532,0.207357185,12.648359623,12.104573526,0.191280971,12.461356904,12.173666216,0.190741012,12.465861543
"1601",1601,"Leukemia","Female","White",2017,NA,NA,NA,NA,NA,NA,12.530217113,0.205727151,12.592168085
"1602",1602,"Leukemia","Female","Black",2000,8.833938653,0.474237102,9.092440299,8.833938653,0.474237102,9.10618677,8.833938653,0.474237102,9.150901475
"1603",1603,"Leukemia","Female","Black",2001,9.184292948,0.480304755,8.986627519,9.218484224,0.480912861,9.000093256,9.218484224,0.480912861,9.004247722
"1604",1604,"Leukemia","Female","Black",2002,8.678096391,0.46332213,8.882046131,8.679255458,0.463395467,8.895235806,8.679255458,0.463395467,8.859944266
"1605",1605,"Leukemia","Female","Black",2003,8.944303739,0.465304919,8.778681802,8.942127786,0.465194889,8.79160002,8.97179005,0.466139608,8.717953438
"1606",1606,"Leukemia","Female","Black",2004,8.871177286,0.456373594,8.67652037,8.871177286,0.456373594,8.689171664,8.871177286,0.456373594,8.578238177
"1607",1607,"Leukemia","Female","Black",2005,8.925399188,0.474919735,8.575547836,8.991710908,0.476517402,8.58793667,8.410857383,0.444309033,8.440762015
"1608",1608,"Leukemia","Female","Black",2006,8.057501693,0.427831494,8.475750365,8.084284991,0.428669024,8.487881136,8.118897568,0.429367148,8.305489067
"1609",1609,"Leukemia","Female","Black",2007,8.134239496,0.428246844,8.377114281,8.100598455,0.426390195,8.38899132,8.100598455,0.426390195,8.172384023
"1610",1610,"Leukemia","Female","Black",2008,8.42663094,0.433644002,8.564000569,8.42164688,0.432759134,8.573213907,8.41882169,0.431468809,8.445100754
"1611",1611,"Leukemia","Female","Black",2009,8.771431469,0.436433284,8.755056131,8.791669587,0.435691483,8.761482031,8.763567683,0.433731135,8.726918185
"1612",1612,"Leukemia","Female","Black",2010,8.980270518,0.442702915,8.95037398,8.943761657,0.44050908,8.953884529,8.938552289,0.439049573,9.01814001
"1613",1613,"Leukemia","Female","Black",2011,9.523644872,0.449495398,9.150049203,9.479170026,0.446610574,9.150512195,9.471669095,0.444783217,9.319080061
