"","X","CancerSite","Sex","Race","Year","rate.2.2018","se.2.2018","modrate.2.2018","rate.11.2018","se.11.2018","modrate.11.2018","rate.2.2019","se.2.2019","modrate.2.2019"
"1614",1614,"Leukemia","Female","Black",2012,9.660710935,0.448831125,9.354179012,9.689430845,0.448169665,9.351457812,9.671297555,0.445741266,9.630062638
"1615",1615,"Leukemia","Female","Black",2013,9.275050628,0.437439051,9.562862782,9.370897835,0.437995637,9.556816203,9.256300186,0.433493023,9.671250175
"1616",1616,"Leukemia","Female","Black",2014,9.889521147,0.448902472,9.776202109,9.916649973,0.446856332,9.766684272,9.89513045,0.44398166,9.712613869
"1617",1617,"Leukemia","Female","Black",2015,9.993674653,0.450881273,9.994300856,10.01385396,0.446787056,9.981161052,9.955298031,0.443143247,9.754154475
"1618",1618,"Leukemia","Female","Black",2016,9.951309243,0.478780075,10.2172652,9.852201856,0.445396775,10.200347752,9.813886222,0.442823664,9.795872749
"1619",1619,"Leukemia","Female","Black",2017,NA,NA,NA,NA,NA,NA,9.68683113,0.468752206,9.837769451
"1620",1620,"Liver and Intrahepatic Bile Duct","Both Sexes","All Races",2000,5.829113988,0.089330609,5.712201227,5.828855104,0.089326701,5.715459006,5.828855104,0.089326701,5.849356668
"1621",1621,"Liver and Intrahepatic Bile Duct","Both Sexes","All Races",2001,5.997499764,0.089824085,5.944490488,5.997608706,0.089825665,5.946731165,5.997608706,0.089825665,5.957518139
"1622",1622,"Liver and Intrahepatic Bile Duct","Both Sexes","All Races",2002,6.069460139,0.089592128,6.186225898,6.070550078,0.089598678,6.187361594,6.070550078,0.089598678,6.067679643
"1623",1623,"Liver and Intrahepatic Bile Duct","Both Sexes","All Races",2003,6.247052565,0.089834893,6.437791587,6.248020743,0.089839466,6.43772897,6.246844664,0.089831768,6.339157311
"1624",1624,"Liver and Intrahepatic Bile Duct","Both Sexes","All Races",2004,6.702014241,0.092296716,6.69958731,6.703486126,0.092308455,6.698227292,6.702309996,0.092300962,6.622781323
"1625",1625,"Liver and Intrahepatic Bile Duct","Both Sexes","All Races",2005,7.108394824,0.095435232,6.972029075,7.108872145,0.095441829,6.9692665,6.92033045,0.092899416,6.919095125
"1626",1626,"Liver and Intrahepatic Bile Duct","Both Sexes","All Races",2006,7.214515661,0.09393889,7.255549809,7.217097575,0.093956431,7.251273126,7.217097575,0.093956431,7.22866648
"1627",1627,"Liver and Intrahepatic Bile Duct","Both Sexes","All Races",2007,7.576445407,0.095323285,7.550600042,7.571386843,0.095244586,7.544690957,7.571386843,0.095244586,7.552088551
"1628",1628,"Liver and Intrahepatic Bile Duct","Both Sexes","All Races",2008,7.849750626,0.096131725,7.857648627,7.841085749,0.096011027,7.849981742,7.838608944,0.095958481,7.889981042
"1629",1629,"Liver and Intrahepatic Bile Duct","Both Sexes","All Races",2009,8.204471914,0.096998632,8.08631817,8.191192976,0.096830291,8.076288482,8.18496886,0.096753513,8.097518864
"1630",1630,"Liver and Intrahepatic Bile Duct","Both Sexes","All Races",2010,8.25289921,0.096255861,8.321642345,8.241848307,0.096085888,8.309119407,8.23513347,0.096002091,8.310515755
"1631",1631,"Liver and Intrahepatic Bile Duct","Both Sexes","All Races",2011,8.51578877,0.09666502,8.563814813,8.495350943,0.096416814,8.548662604,8.492021337,0.096348744,8.52911531
"1632",1632,"Liver and Intrahepatic Bile Duct","Both Sexes","All Races",2012,8.823936143,0.097465965,8.813034868,8.799108797,0.097151553,8.79511158,8.796292334,0.097084038,8.753464901
"1633",1633,"Liver and Intrahepatic Bile Duct","Both Sexes","All Races",2013,8.999066085,0.097183559,9.069507606,8.974013697,0.096839143,9.048665421,8.973276371,0.096767882,8.983715776
"1634",1634,"Liver and Intrahepatic Bile Duct","Both Sexes","All Races",2014,9.323701236,0.09814117,9.333444091,9.302760195,0.097628059,9.309528953,9.318541874,0.097631102,9.220023164
"1635",1635,"Liver and Intrahepatic Bile Duct","Both Sexes","All Races",2015,9.46487855,0.099002626,9.294041624,9.356369618,0.09712126,9.175120701,9.429505866,0.097483098,9.462546374
"1636",1636,"Liver and Intrahepatic Bile Duct","Both Sexes","All Races",2016,9.156624849,0.103647868,9.254805499,8.950226221,0.095217542,9.042652996,9.22791127,0.096548875,9.31587727
"1637",1637,"Liver and Intrahepatic Bile Duct","Both Sexes","All Races",2017,NA,NA,NA,NA,NA,NA,9.22109711,0.102889208,9.171481532
"1638",1638,"Liver and Intrahepatic Bile Duct","Both Sexes","White",2000,5.072568071,0.091497766,5.053922547,5.072463752,0.091495943,5.053500486,5.072463752,0.091495943,5.042454168
"1639",1639,"Liver and Intrahepatic Bile Duct","Both Sexes","White",2001,5.00697102,0.090306941,5.043977526,5.007401039,0.090314538,5.045045563,5.007401039,0.090314538,5.067169924
"1640",1640,"Liver and Intrahepatic Bile Duct","Both Sexes","White",2002,5.081386547,0.090356796,5.034052075,5.083262609,0.090376005,5.036604787,5.083262609,0.090376005,5.092006825
"1641",1641,"Liver and Intrahepatic Bile Duct","Both Sexes","White",2003,5.357496474,0.09190631,5.357771984,5.358926907,0.091917255,5.358910673,5.358926907,0.091917255,5.352363028
"1642",1642,"Liver and Intrahepatic Bile Duct","Both Sexes","White",2004,5.616767359,0.093546325,5.702309035,5.618651658,0.09356527,5.701841779,5.618651658,0.09356527,5.626031342
"1643",1643,"Liver and Intrahepatic Bile Duct","Both Sexes","White",2005,6.098220601,0.097920779,6.069001897,6.098834717,0.097931209,6.066717969,5.952312637,0.095560167,5.913692418
"1644",1644,"Liver and Intrahepatic Bile Duct","Both Sexes","White",2006,6.284527328,0.097416953,6.305441951,6.288167905,0.097449664,6.301451066,6.286384767,0.097433348,6.216061712
"1645",1645,"Liver and Intrahepatic Bile Duct","Both Sexes","White",2007,6.495826324,0.098253659,6.551093388,6.484629801,0.098129038,6.545266442,6.490274506,0.098169887,6.53389126
"1646",1646,"Liver and Intrahepatic Bile Duct","Both Sexes","White",2008,6.860822228,0.100104129,6.806315071,6.85556661,0.099994425,6.798515508,6.854570459,0.09995837,6.867971552
"1647",1647,"Liver and Intrahepatic Bile Duct","Both Sexes","White",2009,7.227738155,0.101715457,7.071479844,7.210964281,0.101487248,7.061563272,7.210755579,0.101462234,7.115166967
"1648",1648,"Liver and Intrahepatic Bile Duct","Both Sexes","White",2010,7.286151431,0.10120894,7.346975075,7.275539527,0.101011195,7.334788864,7.273357274,0.100977322,7.371259563
"1649",1649,"Liver and Intrahepatic Bile Duct","Both Sexes","White",2011,7.597272707,0.102495678,7.633203225,7.577519324,0.102218679,7.618586086,7.578776547,0.102204412,7.636569568
"1650",1650,"Liver and Intrahepatic Bile Duct","Both Sexes","White",2012,7.950734427,0.103949666,7.930582434,7.924761647,0.103568321,7.913363973,7.927112733,0.103567918,7.911428743
"1651",1651,"Liver and Intrahepatic Bile Duct","Both Sexes","White",2013,8.204202241,0.104428751,8.239547133,8.172941925,0.103982978,8.219547388,8.178015412,0.104000187,8.196180784
"1652",1652,"Liver and Intrahepatic Bile Duct","Both Sexes","White",2014,8.514491131,0.105751214,8.560548676,8.507872277,0.105265924,8.537577635,8.523214978,0.105282006,8.491181761
"1653",1653,"Liver and Intrahepatic Bile Duct","Both Sexes","White",2015,8.579836006,0.106520868,8.483953447,8.481880949,0.104491139,8.378111295,8.566146006,0.104989716,8.511026157
"1654",1654,"Liver and Intrahepatic Bile Duct","Both Sexes","White",2016,8.35257317,0.112549355,8.40804355,8.168480113,0.103292504,8.221623494,8.464824544,0.10498682,8.530916931
"1655",1655,"Liver and Intrahepatic Bile Duct","Both Sexes","White",2017,NA,NA,NA,NA,NA,NA,8.579728523,0.113150158,8.55085419
"1656",1656,"Liver and Intrahepatic Bile Duct","Both Sexes","Black",2000,6.326595563,0.307804104,6.571804313,6.326595563,0.307804104,6.565071534,6.326595563,0.307804104,6.706146551
"1657",1657,"Liver and Intrahepatic Bile Duct","Both Sexes","Black",2001,7.1841403,0.325041905,6.875819404,7.1841403,0.325041905,6.870630488,7.1841403,0.325041905,6.968513941
"1658",1658,"Liver and Intrahepatic Bile Duct","Both Sexes","Black",2002,7.082799837,0.319267745,7.193898392,7.080973551,0.319199065,7.190411111,7.080973551,0.319199065,7.24114604
"1659",1659,"Liver and Intrahepatic Bile Duct","Both Sexes","Black",2003,7.198603326,0.315020068,7.52669188,7.198603326,0.315020068,7.525075324,7.198603326,0.315020068,7.52444444
"1660",1660,"Liver and Intrahepatic Bile Duct","Both Sexes","Black",2004,8.451858557,0.334634723,7.874880568,8.452148851,0.334650508,7.875315856,8.452148851,0.334650508,7.818826442
"1661",1661,"Liver and Intrahepatic Bile Duct","Both Sexes","Black",2005,8.231709399,0.341531369,8.239176646,8.220964358,0.3413623,8.241857677,7.652675186,0.317610581,8.124725674
"1662",1662,"Liver and Intrahepatic Bile Duct","Both Sexes","Black",2006,8.321075286,0.321349502,8.620325251,8.321075286,0.321349502,8.6254595,8.321075286,0.321349502,8.442592731
"1663",1663,"Liver and Intrahepatic Bile Duct","Both Sexes","Black",2007,9.033619445,0.332037279,9.019105988,9.032572225,0.331775345,9.026915351,9.032572225,0.331775345,8.772895835
"1664",1664,"Liver and Intrahepatic Bile Duct","Both Sexes","Black",2008,9.576913866,0.340789643,9.436334531,9.565927457,0.340406179,9.447056213,9.55161419,0.339895718,9.116121525
"1665",1665,"Liver and Intrahepatic Bile Duct","Both Sexes","Black",2009,9.893181433,0.334030591,9.872864283,9.891326469,0.33375275,9.886751744,9.869341661,0.333001769,9.472775379
"1666",1666,"Liver and Intrahepatic Bile Duct","Both Sexes","Black",2010,9.916818539,0.332127141,10.052787643,9.895441461,0.331574094,10.054413121,9.865215503,0.330543891,9.843382751
"1667",1667,"Liver and Intrahepatic Bile Duct","Both Sexes","Black",2011,9.886205921,0.322559368,10.235989931,9.88802024,0.322182338,10.22491773,9.867803432,0.321359869,10.228489551
"1668",1668,"Liver and Intrahepatic Bile Duct","Both Sexes","Black",2012,10.639735503,0.330979062,10.422530904,10.627975847,0.330168066,10.398313788,10.589611508,0.328785934,10.628663046
"1669",1669,"Liver and Intrahepatic Bile Duct","Both Sexes","Black",2013,10.7083031,0.328928713,10.612471404,10.733730347,0.328714624,10.574650329,10.707823144,0.327258426,11.044492697
"1670",1670,"Liver and Intrahepatic Bile Duct","Both Sexes","Black",2014,10.817502853,0.326099762,10.805873385,10.81840155,0.325210584,10.753977218,10.819911932,0.324226692,10.962058398
"1671",1671,"Liver and Intrahepatic Bile Duct","Both Sexes","Black",2015,11.483646206,0.335875953,11.00279993,11.418128032,0.330993796,10.936345165,11.414779455,0.330047617,10.880239375
"1672",1672,"Liver and Intrahepatic Bile Duct","Both Sexes","Black",2016,10.684039343,0.338724387,11.203315269,10.577633163,0.31533016,11.121805742,10.618943371,0.31415314,10.799031036
"1673",1673,"Liver and Intrahepatic Bile Duct","Both Sexes","Black",2017,NA,NA,NA,NA,NA,NA,10.604499597,0.336082298,10.718428823
"1674",1674,"Liver and Intrahepatic Bile Duct","Male","All Races",2000,8.93034829,0.167925499,8.718907904,8.92760093,0.16785916,8.757674295,8.92760093,0.16785916,9.011778122
"1675",1675,"Liver and Intrahepatic Bile Duct","Male","All Races",2001,9.299826442,0.170025687,9.095010574,9.299059814,0.17001117,9.121683887,9.299059814,0.17001117,9.135492067
"1676",1676,"Liver and Intrahepatic Bile Duct","Male","All Races",2002,9.087752396,0.16512801,9.487336975,9.086978051,0.165113566,9.500823408,9.086978051,0.165113566,9.26090436
"1677",1677,"Liver and Intrahepatic Bile Duct","Male","All Races",2003,9.717127147,0.168079829,9.896586941,9.716876718,0.168075451,9.895721726,9.716876718,0.168075451,9.7078096
"1678",1678,"Liver and Intrahepatic Bile Duct","Male","All Races",2004,10.377287266,0.171866904,10.323490495,10.379003763,0.17187107,10.307033852,10.379003763,0.17187107,10.176281232
"1679",1679,"Liver and Intrahepatic Bile Duct","Male","All Races",2005,10.88650387,0.176195192,10.76880915,10.889537863,0.176221384,10.735442019,10.603054944,0.171605655,10.667359989
"1680",1680,"Liver and Intrahepatic Bile Duct","Male","All Races",2006,11.083596858,0.172931957,11.233337267,11.087482824,0.172947621,11.181656818,11.087482824,0.172947621,11.182136828
"1681",1681,"Liver and Intrahepatic Bile Duct","Male","All Races",2007,11.786030158,0.176717398,11.717903474,11.777362636,0.176544498,11.646418375,11.777362636,0.176544498,11.721755352
"1682",1682,"Liver and Intrahepatic Bile Duct","Male","All Races",2008,12.195951196,0.178113708,12.223372144,12.182389041,0.17787555,12.130497579,12.180168428,0.177786407,12.287414351
"1683",1683,"Liver and Intrahepatic Bile Duct","Male","All Races",2009,12.739828175,0.179189976,12.750644934,12.717813738,0.178865218,12.634697362,12.708280141,0.178723219,12.573384039
"1684",1684,"Liver and Intrahepatic Bile Duct","Male","All Races",2010,12.815710193,0.177645068,12.980517649,12.7928855,0.177280381,12.92932283,12.782668203,0.177124476,12.866009208
"1685",1685,"Liver and Intrahepatic Bile Duct","Male","All Races",2011,13.213454644,0.1776874,13.214534583,13.172357897,0.177152109,13.230818598,13.162285788,0.176982612,13.165444755
"1686",1686,"Liver and Intrahepatic Bile Duct","Male","All Races",2012,13.623264057,0.178895335,13.45277045,13.581706043,0.17826584,13.539344874,13.577887841,0.178136421,13.47184918
"1687",1687,"Liver and Intrahepatic Bile Duct","Male","All Races",2013,13.751214886,0.176957663,13.695301309,13.713102161,0.176313959,13.855065599,13.715914567,0.176200614,13.785384672
"1688",1688,"Liver and Intrahepatic Bile Duct","Male","All Races",2014,14.136646063,0.177792211,13.942204592,14.10801294,0.176884592,14.17814854,14.134733162,0.176890598,14.106217195
"1689",1689,"Liver and Intrahepatic Bile Duct","Male","All Races",2015,14.517160755,0.180442387,14.193559127,14.37162675,0.177197907,13.977956948,14.485418147,0.177858816,14.434516576
"1690",1690,"Liver and Intrahepatic Bile Duct","Male","All Races",2016,13.872540993,0.187371454,14.449445161,13.579504797,0.172259127,13.780592007,13.977394499,0.174608202,14.135473836
"1691",1691,"Liver and Intrahepatic Bile Duct","Male","All Races",2017,NA,NA,NA,NA,NA,NA,13.9317321,0.185909971,13.842626422
"1692",1692,"Liver and Intrahepatic Bile Duct","Male","White",2000,7.722043972,0.171241871,7.70122797,7.720186882,0.171192403,7.732525089,7.720186882,0.171192403,7.705339227
"1693",1693,"Liver and Intrahepatic Bile Duct","Male","White",2001,7.693005322,0.169658985,7.734190724,7.692930064,0.16965603,7.668666471,7.692930064,0.16965603,7.722282131
"1694",1694,"Liver and Intrahepatic Bile Duct","Male","White",2002,7.52611694,0.165148502,7.767294565,7.526006679,0.165145888,7.605335226,7.526006679,0.165145888,7.73926229
"1695",1695,"Liver and Intrahepatic Bile Duct","Male","White",2003,8.338937258,0.171481458,8.201112178,8.338900128,0.171480602,8.182604432,8.338900128,0.171480602,8.171382875
"1696",1696,"Liver and Intrahepatic Bile Duct","Male","White",2004,8.682780067,0.173433954,8.659159299,8.685460243,0.173453549,8.803690213,8.685460243,0.173453549,8.627630849
"1697",1697,"Liver and Intrahepatic Bile Duct","Male","White",2005,9.42195354,0.180847175,9.142789189,9.422440437,0.180856946,9.471918386,9.195204524,0.176500774,9.109353363
"1698",1698,"Liver and Intrahepatic Bile Duct","Male","White",2006,9.65218519,0.178610692,9.653430694,9.657758365,0.178649329,9.809393414,9.653834942,0.178606242,9.617972783
"1699",1699,"Liver and Intrahepatic Bile Duct","Male","White",2007,10.053434712,0.180709428,10.192592461,10.046023657,0.180544508,10.158892343,10.046023657,0.180544508,10.154990895
"1700",1700,"Liver and Intrahepatic Bile Duct","Male","White",2008,10.67632738,0.184497599,10.761867399,10.668682449,0.184278411,10.52084357,10.668390427,0.184218979,10.721993335
"1701",1701,"Liver and Intrahepatic Bile Duct","Male","White",2009,11.218009135,0.186756147,11.088990009,11.18922607,0.186323101,10.895690759,11.190036136,0.186279694,11.053494339
"1702",1702,"Liver and Intrahepatic Bile Duct","Male","White",2010,11.322169216,0.185622692,11.426055987,11.300235005,0.18519999,11.283893381,11.296558296,0.185130448,11.395244641
"1703",1703,"Liver and Intrahepatic Bile Duct","Male","White",2011,11.707684122,0.186556022,11.773367576,11.671243449,0.185984338,11.685927277,11.669238982,0.185915608,11.747561129
"1704",1704,"Liver and Intrahepatic Bile Duct","Male","White",2012,12.291796162,0.189766804,12.131236205,12.253569728,0.189078054,12.102285239,12.258787639,0.189076269,12.110770485
"1705",1705,"Liver and Intrahepatic Bile Duct","Male","White",2013,12.384621415,0.187632833,12.499982772,12.340895614,0.186860144,12.533477622,12.347173167,0.186873544,12.485209495
"1706",1706,"Liver and Intrahepatic Bile Duct","Male","White",2014,12.835455049,0.189705759,12.879937927,12.837680717,0.188912659,12.980032961,12.861397021,0.188937611,12.871225355
"1707",1707,"Liver and Intrahepatic Bile Duct","Male","White",2015,12.957293608,0.191093598,12.799816832,12.833658389,0.187766104,12.695763969,12.967639198,0.188694937,12.836366469
"1708",1708,"Liver and Intrahepatic Bile Duct","Male","White",2016,12.629305122,0.201713905,12.720194138,12.347416418,0.185213935,12.417720605,12.755741591,0.188032922,12.80160199
"1709",1709,"Liver and Intrahepatic Bile Duct","Male","White",2017,NA,NA,NA,NA,NA,NA,12.751027954,0.201180098,12.766931664
"1710",1710,"Liver and Intrahepatic Bile Duct","Male","Black",2000,10.645907563,0.628745733,11.599357067,10.645907563,0.628745733,11.641762512,10.645907563,0.628745733,11.286409606
"1711",1711,"Liver and Intrahepatic Bile Duct","Male","Black",2001,12.258934086,0.670790852,11.968915331,12.258934086,0.670790852,12.004323626,12.258934086,0.670790852,11.684253482
